idx,split,tim_mm,tim_k,spot_mm,q_w,r_sink,t_max,t_die_mean,t_top_max,penalty,t_1d,iters,residual,q_out,seconds
687,train,0.15000000000000002,7.083736290449205,8.8,7.516999960366804,0.3346530227770179,29.64203628373828,29.339105658801135,27.590361037738813,0.30293062493714373,29.345369825479096,1832,9.970140621616873e-09,7.516999960366805,0.7276551723480225
688,train,0.1,2.4562702139418757,0.6500000000000001,3.3791682790549427,2.693549922612846,41.85259538592215,35.581880967554575,34.45422432715051,6.270714418367575,35.58469694114629,2502,9.974606431003577e-09,3.3791682790549435,1.0134129524230957
689,test,0.05,1.5682654993400902,8.6,11.6517437644969,1.3124021308456617,45.126277122396786,44.36588594894937,40.44445139865024,0.7603911734474167,44.375595735501534,2098,9.969750945281588e-09,11.6517437644969,1.156548023223877
690,test,0.05,2.145232281729805,2.7,3.6136896559377143,2.5991221314170363,37.72597508846857,35.34610355139599,34.73990195056305,2.3798715370725816,35.34911495945817,2474,9.963238822428575e-09,3.613689655937714,1.394167423248291
691,train,0.2,2.003518421594184,0.6500000000000001,10.956279174718205,1.36009728218525,80.29956019499036,51.17646275426732,40.74130569363695,29.123097440723043,51.18559298722251,2443,9.995875294467201e-09,10.956279174718203,1.4229769706726074
692,train,0.05,4.289890774469657,0.45000000000000007,10.42659630362737,0.5594122211492536,44.5858919841322,32.369504071895555,32.07024314856979,12.216387912236648,32.37819290218069,2305,9.972789010775222e-09,10.42659630362737,1.0715792179107666
693,test,0.15000000000000002,1.8742864982378387,0.45000000000000007,5.653279890506305,0.6432389214043093,48.026612736785665,33.335064703266816,29.088964371335525,14.691548033518849,33.33977576999417,2334,9.944883658134689e-09,5.653279890506303,1.1754510402679443
694,train,0.22500000000000003,1.5503134136720043,0.5,8.584340003285197,0.40364414696936624,68.14925145030867,41.18832195793707,28.970620413098448,26.960929492371598,41.19547558341635,2220,9.959646584830733e-09,8.584340003285195,1.1447060108184814
695,test,0.15000000000000002,4.88536490216439,8.15,6.975138703301296,2.389057309473978,44.637000705709326,44.02071598470633,41.7915582948506,0.616284721002998,44.02652860033761,2208,9.99729946125006e-09,6.975138703301296,0.9532840251922607
696,train,0.15000000000000002,1.1039709039894166,3.6000000000000005,11.654302021740952,2.09015982396073,81.80589726827917,65.55376166071534,49.96095756539279,16.25213560756383,65.5634735800488,2432,9.948189186643146e-09,11.65430202174095,1.2416472434997559
697,test,0.05,1.1397711986249814,4.4,6.271542259152145,0.6031966034631018,35.21784578325906,31.72757415129092,29.15448743623092,3.490271631968138,31.732800436582053,2258,9.948804722119123e-09,6.271542259152146,1.1242928504943848
698,train,0.175,9.908678904151964,0.30000000000000004,12.578112204511992,1.308023932501606,62.91400100064852,44.06175313285784,42.94295098810805,18.85224786779068,44.072234893073215,2442,9.993009199064848e-09,12.578112204511992,1.2830965518951416
699,train,0.07500000000000001,5.433509669400256,3.45,13.018082791024556,0.4580504610074846,37.82489910248431,33.16124601026093,32.01432345273318,4.663653092223377,33.17209441263418,2222,9.949299101728628e-09,13.018082791024558,1.4288573265075684
700,test,0.125,3.9676055495398543,0.9000000000000001,2.7330226356399274,0.46053220821527546,31.28869981990327,27.203955973333283,26.52690844886642,4.084743846569989,27.20623349221849,2252,9.994292271302498e-09,2.7330226356399296,1.3031485080718994
701,train,0.05,2.1465910409997253,0.30000000000000004,1.796784829798312,2.4725638168587643,32.9766116278995,29.916586549960126,29.653873453585696,3.0600250779393754,29.918083870660393,2494,9.966284365219573e-09,1.7967848297983122,1.3219223022460938
702,train,0.15000000000000002,9.599104010551246,8.75,2.995997952579593,1.556128861407881,30.33104536160236,30.222703861547426,29.69917518547494,0.1083415000549337,30.22520052651741,2101,9.959482269751586e-09,2.9959979525795917,1.0605363845825195
703,test,0.1,3.9884567694127897,3.2,2.346674000202647,0.46310698701246406,28.08959548401611,26.74748331973421,26.2722587688552,1.3421121642819003,26.749438881416605,2226,9.983352617767003e-09,2.3466740002026443,0.9690465927124023
704,train,0.15000000000000002,4.019149910023094,9.5,10.40778352721118,1.5412844248084547,45.493462497766274,45.24658402102403,41.08778402794149,0.24687847674224628,45.25525717404419,1907,9.976303965318304e-09,10.407783527211183,1.110659122467041
705,train,0.05,9.651282802739626,3.0500000000000003,1.5625420167985846,2.208649776039536,28.97712423844185,28.580236419646763,28.610001198777976,0.3968878187950864,28.58153853799639,2466,9.950659470542848e-09,1.5625420167985844,1.1948370933532715
706,train,0.2,1.0100982565671373,1.6,14.118210012267692,0.5425652089178347,98.925727322715,61.04949249129933,33.35763846401632,37.87623483141567,61.06125824245332,2286,9.986223098365656e-09,14.1182100122677,1.116987943649292
707,train,0.125,3.1010814493412155,0.45000000000000007,1.8076974033301614,0.3611321898852163,30.014644265288567,26.437211106738232,25.81866944268483,3.5774331585503347,26.43871752126485,2187,9.974419628767444e-09,1.8076974033301627,1.3778512477874756
708,train,0.25,7.312644664688774,0.4,5.036459949346562,0.4700572141595728,38.61317569905827,29.24454776738815,27.85672117557688,9.368627931670119,29.248744817393792,2261,9.97256952435299e-09,5.036459949346562,1.6163980960845947
709,train,0.2,1.063789690004061,1.9500000000000002,10.798910381927065,1.3335175497844238,86.26913458044619,60.03621956259585,39.9708641045838,26.23291501785034,60.04521876404035,2425,9.987259445688152e-09,10.798910381927064,1.201352596282959
710,train,0.2,3.5893040248447052,0.35,3.160252062117582,2.5639873270264597,42.342238579977476,34.96121483183014,33.40632741710876,7.381023748147335,34.96384837525391,2499,9.976447436659055e-09,3.160252062117584,1.087519884109497
